original_name,synonym_tr8,h_max,h_min,le_area,le_long,seed_wght,li_span,canopy_height,leaf_dmc,leaf_mass,leaf_size,life_span,seed_mass,seed_number_per_shoot,C.N.Ratio,Height..Mature,Lifespan,seed_mas_cal,seed_pro_cal,leaf_N_area,leaf_N_mass,max_height_cal,sla_cal
Bistorta vivipara,Bistorta vivipara,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blechnum spicant,Blechnum spicant,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.325,266,860.8613805,9350,poly-annuals 5-50 years (medium-lived perennials),NA,NA,High,3.5,Long,NA,NA,NA,NA,NA,NA
Blysmopsis rufa,Blysmus rufus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.14,297.09,4.25,45.5,perennials,1.1668,13.07142857,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blysmus compressus,Blysmus compressus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,283.26,15.71,221.75,perennials,0.590333333,64.68181818,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bolboschoenus maritimus,Bolboschoenus maritimus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic) - p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botrychium lanceolatum,Botrychium lanceolatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,0.9,Moderate,NA,NA,NA,NA,NA,NA
Botrychium lunaria,Botrychium lunaria,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.175,194,19.89920273,421,perennials,NA,NA,Medium,1,Moderate,NA,NA,NA,NA,NA,NA
Botrychium matricariifolium,Botrychium matricariifolium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.15,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botrychium multifidum,Botrychium multifidum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.175,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachypodium pinnatum,Brachypodium pinnatum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,362.3333333,83.9923816,1898,poly-annuals < 5 years (short-lived perennials),2.733293333,8198.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brachypodium sylvaticum,Brachypodium sylvaticum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.825,308.47,20.42622089,3886.545455,perennials,2.785254545,1653.928571,NA,NA,NA,NA,NA,NA,NA,NA,NA
Briza media,Briza media,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.165,298.035,26.96524982,644,perennials + poly-annuals < 5 years (short-lived perennials),0.401122222,6556.407143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bromopsis benekenii,Bromus benekenii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,344.79,11.55,261,perennials,5.7818,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bromopsis ramosa,Bromus ramosus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,250.3333333,198.4402745,4424.666667,perennials,7.321337662,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bromus hordeaceus,Bromus hordeaceus,NA,NA,NA,NA,NA,a (annual),NA,290.56,10.27175308,314.6666667,summer annuals + strict monocarpic bi-annuals and poly-annuals,2.278440714,7475.788889,NA,NA,NA,3.25,NA,NA,NA,NA,NA
Butomus umbellatus,Butomus umbellatus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.8,120.3133333,529.97,5805.833333,poly-annuals 5-50 years (medium-lived perennials),0.1716,7630.954545,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cakile maritima,Cakile maritima,NA,NA,NA,NA,NA,a (annual),0.208333333,88.62666667,74.94,885.75,summer annuals,22.41893333,5350.666667,NA,NA,NA,7.86,299,NA,NA,NA,NA
Calla palustris,Calla palustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.15,106.33,379.275,11712.625,perennials + poly-annuals > 50 years (long-lived perennials),2.7265,212.4090909,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callitriche brutia,Callitriche brutia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,summer annuals + poly-annuals 5-50 years (medium-lived perennials),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callitriche cophocarpa,Callitriche cophocarpa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,summer annuals + poly-annuals 5-50 years (medium-lived perennials),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callitriche hamulata,Callitriche hamulata,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,236.23,0.266,23,summer annuals + poly-annuals 5-50 years (medium-lived perennials),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callitriche hermaphroditica,Callitriche hermaphroditica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,summer annuals + poly-annuals 5-50 years (medium-lived perennials),NA,NA,Low,0,Short,0.145,NA,NA,NA,NA,NA
Callitriche palustris,Callitriche palustris,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),0.00875,108.82,0.595,58.125,perennials + summer annuals + poly-annuals 5-50 years (medium-lived perennials),0.076,148289.6667,Low,0.8,Short,NA,NA,NA,NA,NA,NA
Callitriche stagnalis,Callitriche stagnalis,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,98.00333333,0.817043527,15.41666667,summer annuals + poly-annuals 5-50 years (medium-lived perennials),0.080533333,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calluna vulgaris,Calluna vulgaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.826,287,NA,0.975,perennials + poly-annuals 5-50 years (medium-lived perennials),0.029111111,102770.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caltha palustris,Caltha palustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2625,166,1004.54014,19640,perennials + poly-annuals 5-50 years (medium-lived perennials),1.025254545,11464.41538,High,2,Moderate,NA,NA,NA,NA,NA,NA
Calystegia sepium,Calystegia sepium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.2875,184,90.88484689,3208,perennials,30.272,430.6875,NA,NA,NA,25.5,NA,NA,NA,NA,NA
Calystegia soldanella,Calystegia soldanella,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.233333333,126.66,57.23,734.5,perennials,NA,728,NA,NA,NA,58.1,NA,NA,NA,NA,NA
Campanula barbata,Campanula barbata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanula cervicaria,Campanula cervicaria,NA,NA,NA,NA,NA,b (biennial) - p (pluriennial-pollakanthic),0.325,232.94,15.49,308,strict monocarpic bi-annuals and poly-annuals + poly-annuals 5-50 years (medium-lived perennials),0.095,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanula latifolia,Campanula latifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.65,154.6633333,115.9269715,7307.333333,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.326342857,42848,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanula persicifolia,Campanula persicifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.4,174.425,15.43,501,perennials + strict monocarpic bi-annuals and poly-annuals + poly-annuals 5-50 years (medium-lived perennials),0.0706,42424.78333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campanula rotundifolia,Campanula rotundifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.19,257.05,3.902777172,72.975,poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.064435714,195325.5136,NA,NA,NA,0.092,NA,NA,NA,NA,NA
Campanula trachelium,Campanula trachelium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.6,159,92.24660086,3601,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.231155556,57190.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardamine amara,Cardamine amara,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.241666667,125.6666667,48.75164374,2515.333333,poly-annuals > 50 years (long-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),0.258,339.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardamine bellidifolia,Cardamine bellidifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardamine bulbifera,Cardamine bulbifera,NA,NA,NA,NA,NA,NA,0.3975,149.565,52.8925,2207,perennials,2.7,16.2625,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardamine dentata,Cardamine dentata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardamine flexuosa,Cardamine flexuosa,NA,NA,NA,NA,NA,a (annual) - b (biennial),0.216666667,129,12.33047046,661,annuals + perennials + summer annuals + strict monocarpic bi-annuals and poly-annuals,0.122355556,207.7083333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardamine hirsuta,Cardamine hirsuta,NA,NA,NA,NA,NA,a (annual),0.118333333,126,11.21728999,337,summer annuals + winter annuals,0.1076,327.7857143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardamine impatiens,Cardamine impatiens,NA,NA,NA,NA,NA,a (annual),0.358333333,311,7.080032733,239,summer annuals + winter annuals,0.278133333,1365,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardamine pratensis,Cardamine pratensis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,199.5,59.8028147,1027,perennials + poly-annuals 5-50 years (medium-lived perennials),0.591222222,21621.27273,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carduus crispus,Carduus crispus,NA,NA,NA,NA,NA,b (biennial),1.125,131,233.3571429,5082,strict monocarpic bi-annuals and poly-annuals,1.5565,9575,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex acuta,Carex acuta,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.9,331.79,132.83,2455.25,perennials,0.424666667,2796.597223,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex acutiformis,Carex acutiformis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.75,333.43,430.7,7035,perennials,0.864166667,424,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex appropinquata,Carex appropinquata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.35,269.385,33.655,539.375,perennials,0.73125,5891.272727,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex aquatilis,Carex aquatilis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1,436.78,160.835,2308.25,perennials,0.50915,443.4,,2.9,Long,0.538,NA,<NA>,<NA>,<NA>,<NA>
Carex arenaria,Carex arenaria,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.375,346,57.25530472,672,perennials,0.855642105,40.33333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex atrata,Carex atrata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.09,284.6,23.63333333,475.7666667,NA,0.621571429,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex atrofusca,Carex atrofusca,NA,NA,NA,NA,NA,NA,0.125,299.61,5.2,116.24,NA,0.493125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex bigelowii,Carex bigelowii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.105,367.6,28.64545455,431.5576923,perennials,0.6215,29.82857143,Medium,0.4,Long,NA,NA,NA,NA,NA,NA
Carex binervis,Carex binervis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,perennials,1.450270588,4565,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex brunnescens,Carex brunnescens,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.275,NA,NA,NA,NA,0.395333333,30.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex buxbaumii,Carex buxbaumii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,280.9,392.25,4341,perennials,1.31,118.7916667,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex canescens,Carex canescens,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,Medium,2,Long,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex capillaris,Carex capillaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,365.44,2.52,30.58,NA,0.568571429,NA,Medium,1.7,Moderate,NA,NA,NA,NA,NA,NA
Carex capitata,Carex capitata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,<NA>,<NA>,<NA>,<NA>
Carex caryophyllea,Carex caryophyllea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.09,310,16.59364616,387.5,perennials,1.2992,54.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex cespitosa,Carex cespitosa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,267.135,95.815,1394,perennials,NA,89.63636364,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex chordorrhiza,Carex chordorrhiza,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,348.11,4.92,107.25,NA,1.7995,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex demissa,Carex demissa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.125,299.77,17.53713196,363.5833333,perennials,0.789666667,57.15217391,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex diandra,Carex diandra,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.4,NA,NA,NA,perennials,0.4233,NA,Medium,3,Long,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex digitata,Carex digitata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,274.155,15.65291283,480.25,perennials,1.445,251.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex dioica,Carex dioica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,369.995,2.71,34.21333333,perennials,0.551566667,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex disperma,Carex disperma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,2,Moderate,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex distans,Carex distans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2,303.985,13.54333333,265.25,perennials,1.438142857,77.0862069,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex disticha,Carex disticha,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.425,330.11,34.65,NA,perennials,0.7609,1053.833333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex echinata,Carex echinata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,365.5,15.3740942,218,perennials,0.744788235,36,Medium,1.5,Moderate,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex elata,Carex elata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.9,344.07,280.38,2693.25,perennials,0.75559,22614.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex elongata,Carex elongata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,270.47,29.38,1210,perennials,0.5115,935.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex ericetorum,Carex ericetorum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.135,NA,NA,NA,perennials,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex extensa,Carex extensa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.135,320.49,11.52,101.25,perennials,1.245033333,507.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex flacca,Carex flacca,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.275,332.9625,34.84894372,634.75,perennials,1.015118182,1741.533333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex flava,Carex flava,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,245.43,16.185,331,perennials,0.861541667,4539.618,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex fuliginosa,Carex fuliginosa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex hartmanii,Carex hartmanii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,perennials,1.06375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex heleonastes,Carex heleonastes,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex hirta,Carex hirta,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.45,291.2125,74.8266342,1718.5625,perennials,2.8165,19315.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex holostoma,Carex holostoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex hostiana,Carex hostiana,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2,353.91,7.15,115.75,perennials,1.273346429,38.60869565,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex lachenalii,Carex lachenalii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3796,38.56666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex lasiocarpa,Carex lasiocarpa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.65,369.6366667,78.17,816.75,perennials,0.6,59.82352941,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex lepidocarpa,Carex lepidocarpa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.525,336.5,43.64960512,718.5,perennials,0.778,66.63636364,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex leporina,Carex ovalis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.235,336,21.84486572,476,perennials,0.50255,1725.108333,NA,NA,NA,0.719,NA,NA,NA,NA,NA
Carex limosa,Carex limosa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.325,307.74,3.41,90.5,perennials,1.71406,18.66666667,Medium,1.8,Long,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex livida,Carex livida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,1,Short,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex loliacea,Carex loliacea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex maritima,Carex maritima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1272,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex microglochin,Carex microglochin,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.06,NA,NA,NA,NA,0.3932,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex muricata,Carex muricata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.275,338,23.26898445,380.5,perennials,1.755344667,40775.66667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex nigra,Carex nigra,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.11,372.3966667,16.672,159.1766667,perennials + poly-annuals > 50 years (long-lived perennials),0.73964,39562.41667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex norvegica,Carex norvegica,NA,NA,NA,NA,NA,NA,0.05,NA,6.6575,109.009,perennials,0.350769231,45.59,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex norvegica,Carex norvegica,NA,NA,NA,NA,NA,NA,0.05,NA,6.6575,109.009,perennials,0.350769231,45.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex ornithopoda,Carex ornithopoda,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,274.99,18.93,607.75,NA,0.7596,343.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex pallescens,Carex pallescens,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.325,264.57,14.635,526.5,perennials,1.252583333,2957.33913,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex panicea,Carex panicea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.15,384.85,22.06178186,611,perennials + poly-annuals < 5 years (short-lived perennials),2.341057143,18648.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex paniculata,Carex paniculata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.525,295.35,291.502643,4053.5,perennials,0.81045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex pauciflora,Carex pauciflora,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.065,306.96,2.786666667,45.625,perennials,0.624186225,5.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex paupercula,Carex paupercula,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex pilulifera,Carex pilulifera,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,328,10.26045949,209,perennials,1.226612903,34.44642857,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex pseudocyperus,Carex pseudocyperus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.35,308.56,157.67,3788,poly-annuals 5-50 years (medium-lived perennials),0.728615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex pulicaris,Carex pulicaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,349.165,14.93526316,137.5,perennials + poly-annuals < 5 years (short-lived perennials),1.477633333,136.2272727,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex punctata,Carex punctata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.14,323.97,27.08,758,perennials,1.014228571,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex rariflora,Carex rariflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1684,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex recta,Carex recta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex remota,Carex remota,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.45,254,12.81434932,318,perennials,0.371945455,81.953125,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex riparia,Carex riparia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.05,326.64,1187.015,14070.25,perennials,1.990933333,4887.333334,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex rostrata,Carex rostrata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.5,245.88,76.815,1182.5,perennials,1.180266667,765.9214286,Medium,3.5,Moderate,NA,NA,NA,NA,NA,NA
Carex rotundata,Carex rotundata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex rupestris,Carex rupestris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.075,353.41,3.05,31.05,NA,NA,3.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex saxatilis,Carex saxatilis,NA,NA,NA,NA,NA,NA,0.125,326.05,27.62727273,356.0281818,NA,0.790838889,37.53846154,Medium,2,Moderate,NA,NA,NA,NA,NA,NA
Carex scirpoidea,Carex scirpoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,1.5,Long,NA,NA,NA,NA,NA,NA
Carex spicata,Carex spicata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.275,249.6333333,16.29,324.3333333,perennials,2.38878,27900,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex subspathacea,Carex subspathacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,1,Short,NA,NA,NA,NA,NA,NA
Carex sylvatica,Carex sylvatica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.425,324,29.75434925,677,perennials + poly-annuals 5-50 years (medium-lived perennials),1.663953846,736,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex vaginata,Carex vaginata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.225,264.04,10.1,221.95,NA,3.027533333,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carex vesicaria,Carex vesicaria,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.55,320.11,99.85,1222,perennials,1.391188889,14888.175,Medium,3,Moderate,NA,NA,<NA>,<NA>,<NA>,<NA>
Carex viridula,Carex viridula,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,Medium,1.5,Moderate,NA,NA,NA,NA,NA,NA
Carlina vulgaris,Carlina vulgaris,NA,NA,NA,NA,NA,b (biennial) - h (pluriennial-hapaxanthic),0.375,98.15,20.2,657.5,perennials + summer annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,NA,188.0794118,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carum carvi,Carum carvi,NA,NA,NA,NA,NA,b (biennial),0.45,178.51,50.53,1254.93,strict monocarpic bi-annuals and poly-annuals,1.924266667,19004.69167,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cassiope tetragona,Cassiope tetragona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,0.4,Long,NA,NA,NA,NA,NA,NA
Catabrosa aquatica,Catabrosa aquatica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.175,161.5,11.61101181,498,summer annuals,0.404588889,574.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centaurea jacea,Centaurea jacea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.85,219.59,NA,NA,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),1.98996,2977.815385,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centaurea nigra,Centaurea nigra,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.425,154.3333333,132.6573388,3440,perennials + poly-annuals 5-50 years (medium-lived perennials),2.494228571,1,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,<NA>
Centaurea phrygia,Centaurea phrygia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.45,NA,NA,NA,poly-annuals 5-50 years (medium-lived perennials),2.345,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centaurea scabiosa,Centaurea scabiosa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.825,197,210.1955751,4352,perennials + poly-annuals < 5 years (short-lived perennials) + poly-annuals 5-50 years (medium-lived perennials),6.445616667,3457.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
